htid,title,author,year,source
uc1.b4088136,The Weightless Mother,Norman Bell,1967,laure
uc1.b4382405,The Heir of Starvelings,Evelyn Berckman,1967,laure
ppt.ssfcbz201808000198,Down to Earth,Louis Charbonneau,1967,laure
uva.x000285586,Never the Same Door,John Rankine,1967,laure
ppt.ssfcbz202002001051,Waters of Death,Irving A. Greenfield,1967,laure
uva.x000721761,Intermind,Arthur Sellings,1967,laure
mdp.39015057013735,The Eskimo Invasion,Hayden Howard,1967,laure
mdp.39015015344909,To Open the Sky,Robert Silverberg,1967,laure
mdp.39015028027228,Self-Discovery,Vladimir Savchenko,1967,laure
mdp.39015016466255,Cryptozoic!,Brian W. Aldiss,1967,laure
uva.x000133437,The Iron Thorn,Algis Budrys,1967,laure
uc1.$b396593,Ten Million Years to Friday,John Lymington,1967,laure
mdp.39015035323727,The Dance of Genghis Cohn,Romain Gary,1967,laure
uc1.$b808871,The Scorpions,Robert Kelly,1967,laure
mdp.39015000956238,The Third Policeman,Flann O'Brien,1967,laure
uc1.$b785374,The Hole in the Zero,M. K. Joseph,1967,laure
uc1.b3477420,The Breaking Strain,John Masters,1967,laure
mdp.49015000922022,The Emperor and the Kite,Jane Yolen,1967,laure
inu.39000000983929,The Master and Margarita,Mikhail Bulgakov,1967,laure
mdp.39015053652155,The Other Side of the Mountain,Michel Bernanos,1967,laure
mdp.39015035511610,The Truthful Harp,Lloyd Alexander,1967,laure
uc1.$b120259,A Forest Is a Long Time Growing,Robin Brown,1967,laure
txu.059173024327586,The Tour,David Ely,1967,laure
ucbk.ark:/28722/h2rj4992q,One Hundred Years of Solitude,Gabriel García Márquez,1967,laure
uva.x000127863,The Gogglers: A Political Satire,Edward Raiden,1967,laure
pst.000033673059,Mrs. Pepperpot's Outing,Alf Prøysen,1967,laure
mdp.39015019802357,"The Ghost of Opalina; or, Nine Lives",Peggy Bacon,1967,laure
mdp.39015011600213,The Exquisite Corpse,Alfred Chester,1967,laure
uc1.b4960518,"The Earth Is Your Spaceship: ""The Story of Man""",Nat Dring,1967,laure
mdp.39015005191534,Witch Princess,Dorothy Johnson,1967,laure
mdp.39015059744378,The Wind Obeys Lama Toru,Tung Lee,1967,laure
uc1.$b119974,The Unaltered Cat,Albert Lewin,1967,laure
mdp.39015073377692,The Journal of David Q. Little,R. Daniel McMichael,1967,laure
mdp.39015009367924,Knee-Deep in Thunder,Sheila Moon,1967,laure
mdp.39015014863958,Stonecliff,Robert Nathan,1967,laure
mdp.39015000546252,The Giantkiller,Chapman Pincher,1967,laure
mdp.39015053588995,Rosa,Maurice Pons,1967,laure
nyp.33433045407727,The Sky Cage,Ann Prior,1967,laure
mdp.39015027551368,The Cold Flame,James Reeves,1967,laure
uc1.$b392292,Computer Takes All,John Bourne,1967,laure
mdp.39076006292283,No Transfer,Stephen Walton,1967,laure
uc1.$b120283,Unholy Crusade,Dennis Wheatley,1967,laure
uc1.b3158708,Eternal Wind,Sergei Zhemaitis,1967,laure
mdp.39015066607949,Orfeo in Paradise,Luigi Santucci,1967,laure
mdp.39015002742933,The Great One,Nicholas Roland,1967,laure
pst.000000283724,The Black Commandos,Julian Moreau,1967,laure
inu.30000080791456,The Little Man and the Little Miss,Erich Kästner,1967,laure
ppt.ssfcbz201808000097,The magazine of fantasy & science fiction.,,1967,temple
ppt.ssfcbz201808000108,Who can replace a man? / Brian W. Aldiss.,"Aldiss, Brian W. 1925-2017",1967,temple
ppt.ssfcbz201808000130,Dr. Cyclops,Henry Kuttner,1967,temple
ppt.ssfcbz201808000130,Too Late for Eternity,Bryce Walton,1967,temple
ppt.ssfcbz201808000130,The Harpers of Titan,Edmond Hamilton,1967,temple
ppt.ssfcbz202002001075,City of illusions / by Ursula K. Le Guin.,"Le Guin, Ursula K., 1929-2018",1967,temple
ppt.ssfcbz202002001001,Report on Probability A,Brian W. Aldiss,1968,laure
mdp.39015008470554,The Santaroga Barrier,Frank Herbert,1968,laure
mdp.39015008288758,The Heaven Makers,Frank Herbert,1968,laure
mdp.39015013285799,Stand on Zanzibar,John Brunner,1968,laure
mdp.39015005228997,Rite of Passage,Alexei Panshin,1968,laure
mdp.39015073378179,Picnic on Paradise,Joanna Russ,1968,laure
inu.30000081157426,Nova,Samuel R. Delany,1968,laure
mdp.39015011542720,The Masks of Time,Robert Silverberg,1968,laure
mdp.39015046381862,The High King,Lloyd Alexander,1968,laure
mdp.39015024079447,The Goblin Reservation,Clifford D. Simak,1968,laure
mdp.39015008801832,The Final Programme,Michael Moorcock,1968,laure
mdp.39015038166594,Do Androids Dream of Electric Sheep?,Philip K. Dick,1968,laure
mdp.39015002754011,The Demon Breed,James H. Schmitz,1968,laure
mdp.49015002164128,Deathworld 3,Harry Harrison,1968,laure
mdp.39015038916857,2001: A Space Odyssey,Arthur C. Clarke,1968,laure
mdp.39015008267810,"Wonders, Inc.",Crawford Kilian,1968,laure
uc1.$b120006,All Judgment Fled,James White,1968,laure
ppt.ssfcbz202002001018,The Doomsday Men,Kenneth Bulmer,1968,laure
mdp.39015057935176,The God Machine,Martin Caidin,1968,laure
uga1.32108011162487,Thongor at the End of Time,Lin Carter,1968,laure
mdp.39015025124440,Dr. Orpheus,Ian Wallace,1968,laure
uva.x000440330,Six Gates from Limbo,J. T. McIntosh,1968,laure
uc1.b3466140,Omnivore,Piers Anthony,1968,laure
mdp.39015020723915,Dragonflight,Anne McCaffrey,1968,laure
mdp.39015005122851,The Pool of Fire,John Christopher,1968,laure
uc1.b2849235,Of Men and Monsters,William Tenn,1968,laure
mdp.39015017666408,Past Master,R. A. Lafferty,1968,laure
dul1.ark:/13960/t51g5w741,A Wizard of Earthsea,Ursula K. Le Guin,1968,laure
uc1.32106014303447,A Specter Is Haunting Texas,Fritz Leiber,1968,laure
inu.32000009143902,Chocky,John Wyndham,1968,laure
mdp.39015014622016,The Sword of the Dawn,Michael Moorcock,1968,laure
mdp.39015019169294,The Swords of Lankhmar,Fritz Leiber,1968,laure
mdp.39015018601388,The Last Unicorn,Peter S. Beagle,1968,laure
mdp.39015016446950,Five to Twelve,Edmund Cooper,1968,laure
uc1.32106013136855,His Master's Voice,Stanislaw Lem,1968,laure
uc1.$b404268,The Reefs of Earth,R. A. Lafferty,1968,laure
mdp.39015056814380,Dark Piper,Andre Norton,1968,laure
uc1.b4101989,Round Trip Space Ship,Louis Slobodkin,1968,laure
mdp.39015010379124,Synthajoy,D. G. Compton,1968,laure
uva.x001867006,The Fleshpots of Sansato,William F. Temple,1968,laure
mdp.39015016444567,A Private Cosmos,Philip José Farmer,1968,laure
osu.32435057545741,The Solar Invasion,Manly Wade Wellman,1968,laure
uc1.$b119162,The Touch,Daniel Keyes,1968,laure
mdp.39015061152040,The Weathermonger,Peter Dickinson,1968,laure
uc1.b4088004,The Whispering Mountain,Joan Aiken,1968,laure
mdp.39015009362032,Eyes in the Fishbowl,Zilpha Keatley Snyder,1968,laure
mdp.39076001791081,Beowulf: A New Telling,Robert Nye,1968,laure
uc1.$b792519,The Dakota Project,Jack Beeching,1968,laure
uc1.b3472671,Ten Days to Oblivion,Michael Cooney,1968,laure
uva.x030795373,Moons of Triopus,John Rankine,1968,laure
uva.x001271868,The Power of X,Arthur Sellings,1968,laure
pst.000065151617,"The Universal Baseball Association, Inc., J. Henry Waugh, Prop.",Robert Coover,1968,laure
mdp.39015069130535,The Man Inside,W. Watts Biggers,1968,laure
mdp.39015019139511,Phoenix,Richard Cowper,1968,laure
uc1.b3461789,The Sword Swallower,Ron Goulart,1968,laure
mdp.39015016440276,Tunc,Lawrence Durrell,1968,laure
mdp.39015060000224,The Diabols,R. W. Mackelworth,1968,laure
uc1.b3710891,They,Marya Mannes,1968,laure
uc1.b4397261,Horsemen from Nowhere,Alexandr Abramov & Sergei Abramov,1968,laure
mdp.39015001430548,The Ice People,René Barjavel,1968,laure
mdp.39015042556616,Ratman's Notebooks,Stephen Gilbert,1968,laure
pst.000044883515,Willard,Stephen Gilbert,1968,laure
mdp.39015012903525,Jesus Christs,A. J. Langguth,1968,laure
uc1.$b404050,The Fortec Conspiracy,Richard M. Garvin & Edmond G. Addeo,1968,laure
mdp.39015014859014,Musrum,Eric Thacker & Anthony Earnshaw,1968,laure
mdp.39015004737667,The Young Unicorns,Madeleine L'Engle,1968,laure
ppt.ssfcbz202002001039,Asylum Earth,Bruce Elliott,1968,laure
uc1.b3462208,The Inquisitor's House,Robert Somerlott,1968,laure
ppt.ssfcbz202002001127,The Spawn of the Death Machine,Ted White,1968,laure
uc1.b2845948,The Adventure of the Unique Dickensians,August Derleth,1968,laure
uc1.$b451271,Ophelia,Florence Stevenson,1968,laure
uva.x001274981,Where Were You Last Pluterday?,Paul van Herck,1968,laure
mdp.39015016450390,The Lion in the Stone,Henrietta Buckmaster,1968,laure
uc1.$b396547,The Dome,Gonner Jones,1968,laure
uc1.$b119966,Transplant,Margaret Jones,1968,laure
pst.000006412210,"The Wicked, Wicked Ladies in the Haunted House",Mary Chase,1968,laure
mdp.39015010228214,The Wicked Pigeon Ladies in the Garden,Mary Chase,1968,laure
mdp.39015008844212,62: A Model Kit,Julio Cortázar,1968,laure
pst.000012778430,The Curse of Rathlaw,Peter Saxon,1968,laure
uc1.b4089059,Mister Corbett's Ghost,Leon Garfield,1968,laure
uc1.$b119713,Confessions of a People Lover,Paul Ritchie,1968,laure
uc1.b3475706,The Great Leap Backward,Robert Green (I),1968,laure
pst.000033196589,Search for Silver Mountain,Kristine Brevik,1968,laure
uc1.$b800430,When the Enemy Is Tired,Russell Braddon,1968,laure
uc1.$b391277,Special Relationship,William Clark,1968,laure
mdp.39015008914940,Preserve and Protect,Allen Drury,1968,laure
uc1.b3751262,The Guilty Head,Romain Gary,1968,laure
uc1.b4451012,Billy and Betty,Twiggs Jameson,1968,laure
uc1.b3710742,Green Corn Moon,George Lanning,1968,laure
mdp.39015024086830,The Spring Rider,John Lawson (I),1968,laure
mdp.39015008717368,The Agent,David Meltzer,1968,laure
mdp.39015068640591,1993: The World of Tomorrow,Paul Orr & Violet Orr,1968,laure
uc1.b3472881,Here Before Kilroy,Su Walton,1968,laure
inu.30000114156890,UNIAD,Jay Williams,1968,laure
mdp.39015004115690,Our Next President: The Incredible Story of What Happened in the 1968 Elections,Russell Baker,1968,laure
uva.x000445664,Excerpts from the Diaries of the Late God,Anthony Towne,1968,laure
uc1.b4950787,"Crybaby of the Western World: A Novel of Petit Guignol in Long Beach, California",John Leonard,1968,laure
uc1.$b404060,The Presidential Plot,Stanley Johnson,1968,laure
uc1.b4400778,The Ill-Fated Peregrinations of Fray Servando,Reinaldo Arenas,1968,laure
mdp.39015014862265,The Story Teller,Peter Vansittart,1968,laure
uc1.32106018524279,Yellow Submarine,Max Wilk,1968,laure
ppt.ssfcbz201808000077,Great science fiction.,,1968,temple
ppt.ssfcbz201808000093,The magazine of fantasy & science fiction.,,1968,temple
ppt.ssfcbz201808000099,Thrilling science fiction.,,1968,temple
mdp.39015014493137,The Dueling Machine,Ben Bova,1969,laure
ppt.ssfcbz201710000365,Ubik,Philip K. Dick,1969,laure
mdp.39015064686804,Slaughterhouse-Five or the Children's Crusade: A Duty-Dance with Death,"Kurt Vonnegut, Jr.",1969,laure
mdp.39015013291235,The Jagged Orbit,John Brunner,1969,laure
mdp.39015001817751,Isle of the Dead,Roger Zelazny,1969,laure
inu.39000000847785,Blown or Sketches Among the Ruins of My Mind,Philip José Farmer,1969,laure
mdp.39015028917980,The Face in the Frost,John Bellairs,1969,laure
pst.000017107600,Dune Messiah,Frank Herbert,1969,laure
mdp.39015011534206,Bug Jack Barron,Norman Spinrad,1969,laure
rul.390300037536150,Barefoot in the Head,Brian Aldiss,1969,laure
mdp.39076000644620,Uncharted Stars,Andre Norton,1969,laure
mdp.39015016450267,Timescoop,John Brunner,1969,laure
osu.32435057544827,The Tenth Planet,Brett Sterling,1969,laure
mdp.39015000549371,Rogue Star,Jack Williamson & Frederik Pohl,1969,laure
uva.x000285813,The Ulcer Culture,Kenneth Bulmer,1969,laure
uc1.$b401400,"Anytime, Anywhere",Martin Caidin,1969,laure
mdp.39015008199468,Satan's World,Poul Anderson,1969,laure
ppt.ssfcbz201808000166,The Rebel Worlds,Poul Anderson,1969,laure
mdp.39015030715240,The Pollinators of Eden,John Boyd,1969,laure
mdp.39015030715935,The Rakehells of Heaven,John Boyd,1969,laure
mdp.39015020690858,The Andromeda Strain,Michael Crichton,1969,laure
uva.x000222063,Brother Berserker,Fred Saberhagen,1969,laure
mdp.39015052467530,The Left Hand of Darkness,Ursula K. Le Guin,1969,laure
mdp.39015014622024,The Runestaff,Michael Moorcock,1969,laure
ppt.ssfcbz201710000402,Behold the Man,Michael Moorcock,1969,laure
uc1.32106011945018,Lila the Werewolf,Peter S. Beagle,1969,laure
mdp.39015000549330,The Age of the Pussyfoot,Frederik Pohl,1969,laure
mdp.39015008564976,A Feast Unknown,Philip José Farmer,1969,laure
mdp.39015008806088,Across a Billion Years,Robert Silverberg,1969,laure
mdp.39015002652066,The Philosopher's Stone,Colin Wilson,1969,laure
ppt.ssfcbz201808000121,The Last Continent,Edmund Cooper,1969,laure
mdp.39015030733896,Sea Horse in the Sky,Edmund Cooper,1969,laure
uc1.32106012650088,Galactic Pot-Healer,Philip K. Dick,1969,laure
uc1.$b807553,Armed Camps,Kit Reed,1969,laure
mdp.39015030712213,To Live Again,Robert Silverberg,1969,laure
uc1.b3462022,Captive Universe,Harry Harrison,1969,laure
mdp.39015005052504,The Warlock in Spite of Himself,Christopher Stasheff,1969,laure
uc1.b3435513,The Lotus Caves,John Christopher,1969,laure
mdp.39015003629410,Damnation Alley,Roger Zelazny,1969,laure
ppt.ssfcbz201710000440,Creatures of Light and Darkness,Roger Zelazny,1969,laure
pst.000044841355,The Sixth Seal,Mary Wesley,1969,laure
ppt.ssfcbz202002001109,Nightwings,Robert Silverberg,1969,laure
uc1.b3465358,Twelve Ravens,Howard Rose,1969,laure
mdp.39015054103471,The Four-Gated City,Doris Lessing,1969,laure
uc1.32106002030846,Men Went to Cattraeth,John James,1969,laure
pst.000026090719,Charlotte Sometimes,Penelope Farmer,1969,laure
mdp.39015004306661,The Green Man,Kingsley Amis,1969,laure
mdp.39015014304078,The Flowers of Adonis,Rosemary Sutcliff,1969,laure
pst.000011893141,Bored of the Rings,Henry N. Beard & Douglas C. Kenney,1969,laure
pst.000032513851,The House on the Strand,Daphne du Maurier,1969,laure
mdp.39015005319028,The Mephisto Waltz,Fred Mustard Stewart,1969,laure
mdp.39015013397081,The Search for Delicious,Natalie Babbitt,1969,laure
mdp.39015004274349,The Edible Woman,Margaret Atwood,1969,laure
mdp.39015038929645,Ada or Ardor: A Family Chronicle,Vladimir Nabokov,1969,laure
mdp.39015002388034,Rockets in Ursa Major,Fred Hoyle & Geoffrey Hoyle,1969,laure
mdp.39015047760072,None But Man,Gordon R. Dickson,1969,laure
uc1.$b800250,The Hieros Gamos of Sam and An Smith,Josephine Saxton,1969,laure
mdp.39015010398801,Les Guérillères,Monique Wittig,1969,laure
mdp.39015047761310,The Funco File,Burt Cole,1969,laure
ppt.ssfcbz202002001084,Prisoners of the Sky,C. C. MacApp,1969,laure
uc1.$b156304,The Drift,Lloyd Kropp,1969,laure
uc1.$b401432,Siege,Edwin Corley,1969,laure
mdp.39015002755190,The Islar: A Narrative of Lang III,Mark Saxton,1969,laure
mdp.39015002762196,Freezing Down,Anders Bodelsen,1969,laure
mdp.39015009045710,The Practical Princess,Jay Williams,1969,laure
mdp.39015038012996,The Big Win,Jimmy Miller,1969,laure
mdp.39015014516135,Horn,D. Keith Mano,1969,laure
uc1.b3724230,House on Fire,Arch Oboler,1969,laure
mdp.39015031764106,Teg's 1994: An Anticipation of the Near Future,Robert Theobald & J. M. Scott,1969,laure
mdp.39015028556739,The Black Corridor,Michael Moorcock,1969,laure
mdp.39015008820873,The Mouse on Wall Street,Leonard Wibberley,1969,laure
txu.059173005574908,Tent of Miracles,Jorge Amado,1969,laure
mdp.39015078570804,A New Voyage to the Country of the Houyhnhnms,Matthew Hodgart,1969,laure
uc1.32106008799303,Alp,William Hjortsberg,1969,laure
mdp.39015001533176,Thirty Seconds Over New York,Robert Buchard,1969,laure
mdp.39015056202339,Sexmax,Hughes Cooper,1969,laure
mdp.39015043560617,Diary of the War of the Pig,Adolfo Bioy Casares,1969,laure
mdp.39076006974351,The Black Stallion's Ghost,Walter Farley,1969,laure
mdp.39015005160836,The Change-Child,Jane Louise Curry,1969,laure
mdp.39015050056533,The City in the Egg,Michel Tremblay,1969,laure
mdp.39015066065502,Heroes & Villains,Angela Carter,1969,laure
mdp.39076006983840,Mystery of the Witch Who Wouldn't,Kin Platt,1969,laure
uc1.b3472778,Here,Maryann Forrest,1969,laure
mdp.39076006290824,The Movement,Norman Garbo,1969,laure
mdp.39015008739032,Journey Outside,Mary Q. Steele,1969,laure
mdp.39015033189427,The Walled City,Marcel Clouzot,1969,laure
mdp.39015050670739,Joko's Anniversary,Roland Topor,1969,laure
uva.x000175576,The Anthropos-Spectre-Beast,Tadeusz Konwicki,1969,laure
mdp.39015073494612,AE: The Open Persuader,Auctor Ignotus,1969,laure
uc1.b4087210,Tucker's Countryside,George Selden,1969,laure
mdp.39015005341782,If Israel Lost the War,Richard Z. Chesnoff & Edward Klein & Robert Littell,1969,laure
uc1.$b802648,The Last Man Is Out,Marvin Karlins,1969,laure
ppt.ssfcbz202002001125,Grimm's World,Vernor Vinge,1969,laure
mdp.39015014700333,Trespass,Fletcher Knebel,1969,laure
pst.000043989195,A Lion in the Meadow,Margaret Mahy,1969,laure
uc1.$b451233,The Final Amendment,Ted Perry,1969,laure
mdp.39015003387209,Mr. Atom,Theodore Pratt,1969,laure
mdp.39015053394667,"Sons of Darkness, Sons of Light: A Novel of Some Probability",John A. Williams,1969,laure
pst.000005648139,Chuck,Carl Sterland,1969,laure
ucbk.ark:/28722/h2xg9g04g,Don Camillo Meets the Flower Children,Giovanni Guareschi,1969,laure
inu.32000009356900,Afro-6,Hank Lopez,1969,laure
uc1.$b389808,Edens Lost,Sumner Locke Elliott,1969,laure
mdp.39015014137445,Sight Unseen,Audrey Erskine Lindop,1969,laure
mdp.39015011375733,Sara's Granny and the Groodle,Joan Gill,1969,laure
mdp.39076000416102,Rip van Winkle,Elizabeth Gant & Katherine Gant,1969,laure
uva.x000952880,The Bell of Nendrum,J. S. Andrews,1969,laure
ppt.ssfcbz201710000367,The preserving machine / by Philip K. Dick.,"Dick, Philip K.",1969,temple
ppt.ssfcbz201808000102,Thrilling science fiction.,,1969,temple
ppt.ssfcbz202002001067,Phoenix Ship,Walt and Leigh Richmond,1969,temple
ppt.ssfcbz202002001067,Earthrim,Nick Kamin,1969,temple
ppt.ssfcbz202002001110,Dark stars / edited by Robert Silverberg.,,1969,temple
ppt.ssfcbz202002001118,Fear That Man,Dean R. Koontz,1969,temple
ppt.ssfcbz202002001118,Toyman,E. C. Tubb,1969,temple
mdp.39015020704832,Time and Again,Jack Finney,1970,laure
mdp.39015005648749,The Year of the Quiet Sun,Wilson Tucker,1970,laure
mdp.39015012203447,A Maze of Death,Philip K. Dick,1970,laure
pur1.32754074716550,Tower of Glass,Robert Silverberg,1970,laure
mdp.39015011886747,Tau Zero,Poul Anderson,1970,laure
pst.000012674534,The Steel Crocodile,D. G. Compton,1970,laure
mdp.39015011556043,The Stainless Steel Rat's Revenge,Harry Harrison,1970,laure
mdp.49015000722596,Ringworld,Larry Niven,1970,laure
mdp.39015024847801,Red Moon and Black Mountain: The End of the House of Kendreth,Joy Chant,1970,laure
mdp.39015010919192,Nine Princes in Amber,Roger Zelazny,1970,laure
mdp.39015010299744,Whipping Star,Frank Herbert,1970,laure
mdp.39015002756073,And Chaos Died,Joanna Russ,1970,laure
mdp.49015000686452,After Things Fell Apart,Ron Goulart,1970,laure
mdp.39015000622822,I Will Fear No Evil,Robert A. Heinlein,1970,laure
uc1.b3451746,The House in November,Keith Laumer,1970,laure
uva.x000064813,Time Trap,Keith Laumer,1970,laure
pst.000021387128,Hour of the Horde,Gordon R. Dickson,1970,laure
ppt.ssfcbz201808000118,Anti-Man,Dean R. Koontz,1970,laure
mdp.39015005392975,The Winds of Darkover,Marion Zimmer Bradley,1970,laure
uc1.b4088181,The Prince in Waiting,John Christopher,1970,laure
uva.x000368040,The Organ Bank Farm,John Boyd,1970,laure
mdp.39015030715232,Sex and the High Command,John Boyd,1970,laure
mdp.39015028751777,The Marvelous Misadventures of Sebastian,Lloyd Alexander,1970,laure
mdp.39015046378827,This Perfect Day,Ira Levin,1970,laure
mdp.39015033375596,The Overlords of War,Gérard Klein,1970,laure
ppt.ssfcbz202002001112,The Müller-Fokker Effect,John Sladek,1970,laure
ien.35556011826724,Changeover,Diana Wynne Jones,1970,laure
uva.x000461275,Jonathan Livingston Seagull,Richard Bach,1970,laure
mdp.39015009382261,The Crystal Cave,Mary Stewart,1970,laure
mdp.39015005151520,Kronk,Edmund Cooper,1970,laure
mdp.39015011821223,Enchantress from the Stars,Sylvia Louise Engdahl,1970,laure
mdp.39015020741065,Our Friends from Frolix 8,Philip K. Dick,1970,laure
ppt.ssfcbz201808000176,Alien Island,T. L. Sherred,1970,laure
mdp.39015066681423,Ice Crown,Andre Norton,1970,laure
mdp.39015013128650,Lord Tyger,Philip José Farmer,1970,laure
mdp.39015047768984,The Stone God Awakens,Philip José Farmer,1970,laure
pst.000063459357,Vital Parts,Thomas Berger (1924-2014),1970,laure
ppt.ssfcbz201808000197,The E.S.P. Worm,Piers Anthony & Robert Margroff,1970,laure
uc1.b3462023,The Daleth Effect,Harry Harrison,1970,laure
pst.000018452310,The Guardians,John Christopher,1970,laure
mdp.39015002734229,Flats,Rudolph Wurlitzer,1970,laure
uc1.b3463281,The Methuselah Enzyme,Fred Mustard Stewart,1970,laure
mdp.39015002152802,The Changeling,Zilpha Keatley Snyder,1970,laure
mdp.39015047430874,Out of Their Minds,Clifford D. Simak,1970,laure
mdp.39015028563511,The Witch's Brat,Rosemary Sutcliff,1970,laure
wu.89041953654,The Gods of Foxcroft,David Levy,1970,laure
ppt.ssfcbz202002001088,Matrix,Douglas R. Mason,1970,laure
mdp.39015005095487,The Trumpet of the Swan,E. B. White,1970,laure
mdp.39015015386355,Quest for the Future,A. E. van Vogt,1970,laure
uva.x000842851,Alien from the Stars,Jeff Sutton & Jean Sutton,1970,laure
ppt.ssfcbz201808000139,Six-Gun Planet,John Jakes,1970,laure
ppt.ssfcbz201808000172,The Fire-Eater,Ron Goulart,1970,laure
ppt.ssfcbz201710000413,The Indians Won,Martin Smith (I),1970,laure
uc1.32106017384469,The Indians Won,Martin Cruz Smith,1970,laure
mdp.39015031309118,Year of the Cloud,Kate Wilhelm & Ted Thomas,1970,laure
uc1.$b808979,The Simultaneous Man,Ralph Blum,1970,laure
ppt.ssfcbz201808000148,Time Rogue,Leo P. Kelley,1970,laure
mdp.39076006287291,The Troika Incident,James Cooke Brown,1970,laure
mdp.39015030706512,1989: Population Doomsday,Don Pendleton,1970,laure
ppt.ssfcbz202002001096,The Earth Is Near,Ludek Pesek,1970,laure
ppt.ssfcbz201710000427,The Day After Doomsday: A Fantasy of Time Travel,Rena M. Vale,1970,laure
mdp.39015020676683,Dance the Eagle to Sleep,Marge Piercy,1970,laure
ppt.ssfcbz202002001069,The Accidental Earth,Leo P. Kelley,1970,laure
wu.89008550568,Data for Death,Johannes Allen,1970,laure
mdp.39015011322057,The Possession of Joel Delaney,Ramona Stewart,1970,laure
mdp.39015010342742,Seven Serpents & Seven Moons,Demetrio Aguilera-Malta,1970,laure
mdp.39015057659487,Five Roads to Tlen,"William J. Lambert, III",1970,laure
pst.000005748013,Robinson Christopher,Sherman A. Noyes,1970,laure
uc1.b4088028,The Daybreakers,Jane Louise Curry,1970,laure
uc1.b3477978,The Devil's Churchyard,Godfrey Turton,1970,laure
uc1.b3477969,The Snow-White Soliloquies,Sheila MacLeod,1970,laure
mdp.39015073495635,2069+1,Larry Townsend,1970,laure
mdp.39015073495627,2069+2,Larry Townsend,1970,laure
mdp.39015003676635,Intensive Care,Janet Frame,1970,laure
uc1.32106011412720,The Hedonists,Colin Wilson,1970,laure
uc1.$b396636,The Meddlers,Claire Rayner,1970,laure
mdp.39015000542301,The President,Drew Pearson,1970,laure
mdp.39015012117514,The God Beneath the Sea,Leon Garfield & Edward Blishen,1970,laure
uc1.$b803216,"Philip, the Draftsman",F. X. J. Coleman,1970,laure
mdp.39015022197837,The Rape of Tamar,Dan Jacobson,1970,laure
pst.000067843213,The Third Body,Hélène Cixous,1970,laure
mdp.39015061468180,E Pluribus Bang!,David Lippincott,1970,laure
mdp.39015008881776,Mia,Robert Nathan,1970,laure
uc1.$b703668,All Men Are Mad,Phillippe Thoby-Marcelin & Pierre Marcelin,1970,laure
mdp.39015055105608,666,Salem Kirban,1970,laure
uc1.b3462054,The Push-Button Spy,Leigh James,1970,laure
uc1.b3477962,The Bedsitting Room,Spike Milligan & John Antrobus,1970,laure
mdp.39015004714468,Magic at Wychwood,Sally Watson,1970,laure
uc1.b3435546,Fergus,Brian Moore,1970,laure
ppt.ssfcbz201710000405,Nightmare age / edited by Frederik Pohl.,,1970,temple
ppt.ssfcbz201808000064,Best SF: 1969 / edited by Harry Harrison and Brian W. Aldiss.,,1970,temple
ppt.ssfcbz201808000084,Quark.,,1970,temple
ppt.ssfcbz201808000085,Space adventures.,,1970,temple
ppt.ssfcbz201808000114,World Without Children,Damon Knight,1970,temple
ppt.ssfcbz201808000114,The Earth Quarter,Damon Knight,1970,temple
ppt.ssfcbz202002001004,The Gates of Time,"Neal Barrett, Jr.",1970,temple
ppt.ssfcbz202002001004,Dwellers of the Deep,K.M. O'Donnell,1970,temple
ppt.ssfcbz202002001007,Mask of Chaos,John Jakes,1970,temple
ppt.ssfcbz202002001007,The Star Virus,Barrington J. Bayley,1970,temple
ppt.ssfcbz202002001020,Science against man / edited by Anthony Cheetham.,,1970,temple
ppt.ssfcbz202002001094,Daughters of Earth : three novels / by Judith Merril.,"Merril, Judith, 1923-1997",1970,temple
ppt.ssfcbz202002001115,The last hurrah of the Golden Horde / Norman Spinrad.,"Spinrad, Norman",1970,temple
mdp.39015019357808,The Flying Sorcerers,Larry Niven & David Gerrold,1971,laure
mdp.39015020695519,To Your Scattered Bodies Go,Philip José Farmer,1971,laure
mdp.39015011820761,Tactics of Mistake,Gordon R. Dickson,1971,laure
uc1.31210018345072,The Forest of Forever,Thomas Burnett Swann,1971,laure
mdp.39015008469945,The Fabulous Riverboat,Philip José Farmer,1971,laure
mdp.39015020724129,Dragonquest,Anne McCaffrey,1971,laure
mdp.39015000535859,The Third Ear,Curt Siodmak,1971,laure
ppt.ssfcbz201808000162,The Byworlder,Poul Anderson,1971,laure
mdp.39015010912247,The Book of Skulls,Robert Silverberg,1971,laure
uva.x000313359,Retief's Ransom,Keith Laumer,1971,laure
mdp.39015031213609,The Wrong End of Time,John Brunner,1971,laure
ppt.ssfcbz201808000143,The Insane City,Kenneth Bulmer,1971,laure
uva.x000333871,The Purloined Prince,Ian Wallace,1971,laure
mdp.39015046834316,The Children of Llyr,Evangeline Walton,1971,laure
mdp.39015046831460,Orn,Piers Anthony,1971,laure
mdp.39015004663087,Operation Chaos,Poul Anderson,1971,laure
mdp.39015011024588,The Dancer from Atlantis,Poul Anderson,1971,laure
mdp.39015008801824,A Cure for Cancer,Michael Moorcock,1971,laure
uc1.31210006027294,The Mask of Circe,Henry Kuttner,1971,laure
ppt.ssfcbz201808000141,The Mind Behind the Eye,Joseph Green,1971,laure
uc1.$b404260,The Devil Is Dead,R. A. Lafferty,1971,laure
